prompt,q1,q2,q3,q4,q5,q6,o1,o2,o3,o4,o5,o6
"The diver's movements are smooth, the water surface is clear, the lighting is stable, and there is no flicker.",实体运动过程中是否自然不异常扭曲？,视频是否清晰？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,静止的视频内容是否稳定不随时间变动？,,,"-1：视频不存在运动实体,1：画面中的物体或人物发生极端变形，几乎无法识别原貌，严重影响观看体验。,2：扭曲现象较为明显，特别是在高速运动或特定角度下，导致物体或人物形态显著异常。,3：仅在快速移动或复杂背景下出现细微形变，通常难以被注意到。","-1：文本描述了视频的清晰度,1：视频极度模糊，几乎无法识别图像内容，完全不可用。,2：即使在正常观看距离下也能看到明显的模糊，尤其在动态场景转换时更为明显。,3：视频非常清晰，仅能在细节丰富区域（如头发或边缘）发现轻微的不清晰现象","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现","-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化",,
"A tracking shot of the study shows the bookshelves with unchanged geometric shapes, remaining static and constant, with a sharp image and stable lighting.",静止的视频内容是否不因镜头移动产生异常扭曲？,静止的视频内容是否稳定不随时间变动？,视频是否清晰？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,"-1：镜头没有移动或者视频内容在运动,1：产生明显扭曲,2：产生轻微扭曲,3：没有异常","-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化","-1：文本描述了视频的清晰度,1：视频极度模糊，几乎无法识别图像内容，完全不可用。,2：即使在正常观看距离下也能看到明显的模糊，尤其在动态场景转换时更为明显。,3：视频非常清晰，仅能在细节丰富区域（如头发或边缘）发现轻微的不清晰现象","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,
"The city night scene time-lapse has good consistency between frames, no noise, and even exposure.",静止的视频内容是否稳定不随时间变动？,视频是否没有噪点？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,"-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化","1：有很多噪点，非常影响视频观感,2：有一些噪点，能意识到噪点，轻微影响视频观感,3：有极少量噪点，不太能意识到噪点,4：没有噪点","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,
"Cave stalactites, with a clean composition, geometric shapes that are not distorted, and stable lighting.",视频是否没有噪点？,静止的视频内容是否不因镜头移动产生异常扭曲？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,,,"1：有很多噪点，非常影响视频观感,2：有一些噪点，能意识到噪点，轻微影响视频观感,3：有极少量噪点，不太能意识到噪点,4：没有噪点","-1：镜头没有移动或者视频内容在运动,1：产生明显扭曲,2：产生轻微扭曲,3：没有异常","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",,,
"Microscopic photography of cell division, with rich details, natural movement, clean texture, consistent frames, and stable lighting.",视频是否清晰？,实体运动过程中是否自然不异常扭曲？,视频是否没有噪点？,静止的视频内容是否稳定不随时间变动？,视频是否存在异常光照，即曝光、异常高光或光线不规律变化,,"-1：文本描述了视频的清晰度,1：视频极度模糊，几乎无法识别图像内容，完全不可用。,2：即使在正常观看距离下也能看到明显的模糊，尤其在动态场景转换时更为明显。,3：视频非常清晰，仅能在细节丰富区域（如头发或边缘）发现轻微的不清晰现象","-1：视频不存在运动实体,1：画面中的物体或人物发生极端变形，几乎无法识别原貌，严重影响观看体验。,2：扭曲现象较为明显，特别是在高速运动或特定角度下，导致物体或人物形态显著异常。,3：仅在快速移动或复杂背景下出现细微形变，通常难以被注意到。","1：有很多噪点，非常影响视频观感,2：有一些噪点，能意识到噪点，轻微影响视频观感,3：有极少量噪点，不太能意识到噪点,4：没有噪点","-1：镜头没有移动或者视频内容在运动,1：非常不稳定，每一帧之间似乎都完全不相关,2：比较不稳定，内容有明显变动，但内容可以认知为一致,3：比较稳定，内容只有轻微变化，变化幅度频率较低,4：非常稳定，静止的背景和主体都不随时间变化","1：光线问题极其严重，使得整个画面显得失真，几乎无法辨识内容，完全破坏观看体验,2：明显的光线问题，如过曝、高光位置异常，开始影响观看体验,3：完全没有或仅有非常微小的曝光差异或高光过亮，需要仔细对比才能发现",
Barack Obama chewing.,人物是否与文本一致？,动作是否和文本一致？,动作是否真实合理？,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理",,,
Elon Musk sitting down.,人物是否与文本一致？,动作是否和文本一致？,动作是否真实合理？,,,,"-1：文本没有提及人物形象,1：不一致,2：不完全一致,3：一致","-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理",,,
"A mother pushes a stroller at the mall entrance, smiling down at her child, body slightly leaning forward, wearing a light coat and jeans, stopped beside the automatic door.",视频中人的生成质量如何？,,,,,,"-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,,,
A person holding a book.,动作是否和文本一致？,动作是否真实合理？,视频中人的生成质量如何？,,,,"-1：提示文本没有描述动作，表示此问题作废,1：完全不一致,2：目标动作未完成,3：完全一致（描述周期性动作时应当整个视频都一致，一次性动作应当完成）","-1：视频没有出现动作词或对动作的描述,1：完全不合理，现实中无法实现,2：符合逻辑，但不够真实,3：真实合理","-1：视频中没有出现人,1：质量非常差，勉强有人形,2：质量差，肢体扭曲,3：质量一般，有一些形变,4：质量好，仅有一些微小的不易察觉的异常,5：质量非常好，没有异常",,,
"The child kicks a soccer ball, with natural movements and no abnormal bending of the joints.",实体运动过程中是否自然不异常扭曲？,,,,,,"-1：视频不存在运动实体,1：画面中的物体或人物发生极端变形，几乎无法识别原貌，严重影响观看体验。,2：扭曲现象较为明显，特别是在高速运动或特定角度下，导致物体或人物形态显著异常。,3：仅在快速移动或复杂背景下出现细微形变，通常难以被注意到。",,,,,
